Media Time,Sympathetic,Fear,Loving,Anger,Disgust,Surprise,Other
4.725510664749891,1,0,0,0,0,0,None
5.493332624901086,0,0,1,0,0,0,None
6.362027372699231,0,0,1,0,0,0,None
7.355674486607313,0,0,1,0,0,0,None
8.335779952816665,0,0,1,0,0,0,None
8.78820004221052,1,0,0,0,0,0,None
9.893164466135204,0,0,1,0,0,0,None
10.50166531978175,0,0,1,0,0,0,None
11.169935739599168,1,0,0,0,0,0,None
11.31113648135215,0,0,1,0,0,0,None
12.181817563716322,0,0,1,0,0,0,None
12.871685365680605,1,0,0,0,0,0,None
14.31719044689089,0,0,1,0,0,0,None
16.605928876902908,1,0,0,0,0,0,None
16.789258357603103,0,0,1,0,0,0,None
18.956780448555946,0,0,0,0,0,0,sadness
20.423537369817495,0,0,0,0,0,0,sadness
21.74153594393283,1,0,0,0,0,0,None
24.830894109793007,1,0,0,0,0,0,None
26.066909008659422,1,0,0,0,0,0,None
28.053447337355465,1,0,0,0,0,0,None
30.243954963050783,1,0,0,0,0,0,None
32.99303291505203,0,0,1,0,0,0,None
35.31484896596521,0,0,1,0,0,0,None
35.68244683695957,0,0,1,0,0,0,None
36.61236436292529,0,0,1,0,0,0,None
37.173997172154486,0,0,1,0,0,0,None
40.15455257613212,0,0,1,0,0,0,None
40.8733099210076,0,0,1,0,0,0,None
41.332626156974584,0,0,1,0,0,0,None
43.463184277992696,0,0,1,0,0,0,None
43.58427843498066,0,0,1,0,0,0,None
44.27724994299933,0,0,1,0,0,0,None
44.41672685183585,0,0,1,0,0,0,None
46.2528194100596,0,0,1,0,0,0,None
48.96456435788423,0,0,1,0,0,0,None
49.39294998208061,0,0,1,0,0,0,None
50.94213570887223,0,0,1,0,0,0,None
51.38405569270253,0,0,1,0,0,0,None
52.92207200685516,0,0,1,0,0,0,None
53.36447941698134,0,0,0,0,0,0,sadness
54.60060300724581,0,0,0,0,0,0,sadness
57.57667522598058,0,0,0,0,0,0,sadness
58.066181629896164,0,0,0,0,0,0,sadness
58.462845830246806,0,0,0,0,0,0,sadness
59.82552122930065,0,0,0,0,0,0,sadness
63.522986355703324,0,0,0,0,0,0,sadness
71.95162937557325,1,0,0,0,0,0,None
74.65303158760071,1,0,0,0,0,0,None
75.09310630289838,1,0,0,0,0,0,None
77.40328756580129,1,0,0,0,0,0,None
79.52957355277613,1,0,0,0,0,0,None
81.62481080275029,1,0,0,0,0,0,None
82.08148327143863,1,0,0,0,0,0,None
82.96130683226511,1,0,0,0,0,0,None
83.66326474724337,1,0,0,0,0,0,None
84.98572395043448,1,0,0,0,0,0,None
85.89900005422533,1,0,0,0,0,0,None
86.74995304225013,1,0,0,0,0,0,None
87.48655732022598,0,0,1,0,0,0,None
88.19443487422541,0,0,1,0,0,0,None
88.9891422232613,0,0,1,0,0,0,None
89.39005281403661,0,0,1,0,0,0,None
89.5259510888718,0,0,1,0,0,0,None
90.10725149698555,0,0,1,0,0,0,None
91.2312878058292,0,0,1,0,0,0,None
93.64409001683816,0,0,1,0,0,0,None
94.29415572108701,0,0,1,0,0,0,None
94.70948216319084,0,0,1,0,0,0,None
95.30077859712765,0,0,1,0,0,0,None
96.30773721728474,0,0,1,0,0,0,None
97.24762519216165,0,0,1,0,0,0,None
97.536032570526,0,0,1,0,0,0,None
97.92528173560277,0,0,1,0,0,0,None
98.37257176777348,0,0,1,0,0,0,None
99.41257300879806,0,0,1,0,0,0,None
102.06048215553164,0,0,1,0,0,0,None
103.7808401514776,0,0,1,0,0,0,None
